PersonID,Age,Sex,RuralStatus
10396719,Between 50 and 64 years old,Female,Large Metro
10397535,65 years old or older,Female,Nonmetro
10398254,Between 18 and 20 years old,Female,Large Metro
10398402,24 or 25 years old,Female,Large Metro
10398421,Between 30 and 34 years old,Female,Large Metro
10398599,24 or 25 years old,Female,Small metro
10399191,Between 35 and 49 years old,Male,Large Metro
10399595,Between 26 and 29 years old,Male,Nonmetro
10400626,Between 18 and 20 years old,Male,Nonmetro
10400692,Between 35 and 49 years old,Female,Large Metro
10401951,16 or 17 years old,Male,Small metro
10402215,Between 30 and 34 years old,Male,Nonmetro
10404356,14 or 15 years old,Female,Large Metro
10405673,Between 21 and 23 years old,Female,Small metro
10406700,Between 35 and 49 years old,Female,Small metro
10407046,Between 26 and 29 years old,Female,Large Metro
10407337,Between 50 and 64 years old,Male,Large Metro
10407346,24 or 25 years old,Male,Large Metro
10407636,Between 30 and 34 years old,Male,Large Metro
10408041,Between 18 and 20 years old,Male,Large Metro
10408195,Between 35 and 49 years old,Female,Small metro
10408971,Between 26 and 29 years old,Female,Small metro
10409593,Between 30 and 34 years old,Male,Large Metro
10409827,24 or 25 years old,Female,Small metro
10411063,Between 26 and 29 years old,Female,Small metro
10411702,Between 50 and 64 years old,Male,Large Metro
10412862,Between 26 and 29 years old,Male,Small metro
10414507,Between 21 and 23 years old,Female,Small metro
10414819,16 or 17 years old,Male,Large Metro
10415897,12 or 13 years old,Male,Large Metro
10416408,Between 35 and 49 years old,Female,Nonmetro
10416561,Between 30 and 34 years old,Female,Small metro
10416993,Between 30 and 34 years old,Male,Large Metro
10417133,65 years old or older,Female,Small metro
10417261,24 or 25 years old,Male,Large Metro
10418829,Between 21 and 23 years old,Female,Small metro
10419926,Between 30 and 34 years old,Female,Large Metro
10420326,65 years old or older,Male,Small metro
10420507,Between 35 and 49 years old,Female,Large Metro
10420654,65 years old or older,Female,Small metro
10422003,65 years old or older,Female,Large Metro
10422414,12 or 13 years old,Female,Small metro
10425374,65 years old or older,Male,Small metro
10425851,Between 35 and 49 years old,Female,Large Metro
10426565,Between 30 and 34 years old,Male,Large Metro
10427633,Between 35 and 49 years old,Female,Nonmetro
10427826,65 years old or older,Female,Large Metro
10429335,Between 26 and 29 years old,Female,Large Metro
10430337,Between 30 and 34 years old,Female,Small metro
10430736,Between 35 and 49 years old,Male,Small metro
10431092,Between 21 and 23 years old,Female,Nonmetro
10431506,Between 30 and 34 years old,Male,Nonmetro
10431568,16 or 17 years old,Male,Small metro
10431803,Between 35 and 49 years old,Female,Small metro
10432490,Between 35 and 49 years old,Male,Large Metro
10433470,Between 21 and 23 years old,Male,Large Metro
10433921,Between 35 and 49 years old,Male,Small metro
10434251,Between 30 and 34 years old,Female,Large Metro
10434366,Between 50 and 64 years old,Female,Small metro
10434402,Between 30 and 34 years old,Female,Large Metro
10435032,14 or 15 years old,Male,Large Metro
10435325,Between 35 and 49 years old,Female,Large Metro
10435349,Between 35 and 49 years old,Female,Small metro
10435430,Between 21 and 23 years old,Female,Large Metro
10435533,65 years old or older,Male,Large Metro
10436070,16 or 17 years old,Male,Small metro
10436720,Between 18 and 20 years old,Female,Small metro
10436764,16 or 17 years old,Male,Small metro
10437186,Between 30 and 34 years old,Female,Small metro
10437832,Between 26 and 29 years old,Female,Small metro
10439278,Between 21 and 23 years old,Male,Small metro
10439321,14 or 15 years old,Male,Small metro
10441148,Between 35 and 49 years old,Female,Large Metro
10441303,Between 50 and 64 years old,Male,Nonmetro
10441848,Between 18 and 20 years old,Male,Large Metro
10443807,Between 35 and 49 years old,Female,Nonmetro
10444857,Between 30 and 34 years old,Female,Small metro
10445215,14 or 15 years old,Male,Large Metro
10445790,Between 50 and 64 years old,Female,Small metro
10446149,Between 21 and 23 years old,Female,Large Metro
10447214,65 years old or older,Female,Large Metro
10447341,14 or 15 years old,Female,Large Metro
10449026,Between 26 and 29 years old,Female,Large Metro
10450456,12 or 13 years old,Female,Large Metro
10452231,Between 18 and 20 years old,Male,Nonmetro
10452752,Between 35 and 49 years old,Male,Small metro
10452920,Between 21 and 23 years old,Female,Small metro
10453194,Between 35 and 49 years old,Female,Large Metro
10453546,Between 35 and 49 years old,Female,Large Metro
10453806,12 or 13 years old,Male,Small metro
10455186,65 years old or older,Female,Small metro
10455209,Between 35 and 49 years old,Female,Small metro
10457170,Between 21 and 23 years old,Male,Large Metro
10457187,Between 50 and 64 years old,Male,Small metro
10457587,Between 30 and 34 years old,Female,Large Metro
10457717,14 or 15 years old,Male,Large Metro
10457730,Between 26 and 29 years old,Female,Large Metro
10458508,Between 50 and 64 years old,Female,Large Metro
10459757,Between 26 and 29 years old,Female,Small metro
10459988,14 or 15 years old,Female,Nonmetro
10461221,Between 35 and 49 years old,Male,Large Metro
10462113,Between 21 and 23 years old,Female,Small metro
10462459,24 or 25 years old,Male,Large Metro
10462660,Between 21 and 23 years old,Male,Small metro
10462673,Between 35 and 49 years old,Female,Small metro
10463221,Between 35 and 49 years old,Female,Small metro
10463247,Between 18 and 20 years old,Female,Small metro
10463348,12 or 13 years old,Male,Large Metro
10464703,Between 35 and 49 years old,Male,Small metro
10466132,Between 35 and 49 years old,Male,Large Metro
10466375,Between 26 and 29 years old,Male,Large Metro
10467282,Between 35 and 49 years old,Female,Large Metro
10467419,Between 50 and 64 years old,Male,Large Metro
10468531,65 years old or older,Female,Large Metro
10468610,Between 30 and 34 years old,Male,Large Metro
10469191,14 or 15 years old,Male,Large Metro
10469292,Between 26 and 29 years old,Female,Small metro
10469379,24 or 25 years old,Male,Large Metro
10471640,16 or 17 years old,Female,Large Metro
10472464,Between 21 and 23 years old,Male,Large Metro
10473416,16 or 17 years old,Male,Nonmetro
10474407,12 or 13 years old,Male,Large Metro
10475123,Between 18 and 20 years old,Female,Small metro
10475202,Between 35 and 49 years old,Female,Large Metro
10475418,65 years old or older,Male,Nonmetro
10477163,14 or 15 years old,Male,Large Metro
10478574,14 or 15 years old,Male,Small metro
10479261,Between 50 and 64 years old,Male,Nonmetro
10479289,Between 21 and 23 years old,Female,Large Metro
10480449,Between 30 and 34 years old,Female,Small metro
10480474,Between 18 and 20 years old,Male,Small metro
10480564,Between 35 and 49 years old,Female,Large Metro
10482251,Between 30 and 34 years old,Male,Large Metro
10483079,Between 30 and 34 years old,Male,Large Metro
10484677,Between 30 and 34 years old,Male,Small metro
10484804,65 years old or older,Male,Nonmetro
10485401,Between 18 and 20 years old,Female,Small metro
10487594,16 or 17 years old,Female,Large Metro
10488275,Between 21 and 23 years old,Female,Nonmetro
10488584,Between 35 and 49 years old,Female,Large Metro
10490318,Between 35 and 49 years old,Male,Small metro
10491277,14 or 15 years old,Male,Large Metro
10491627,24 or 25 years old,Female,Small metro
10493386,65 years old or older,Male,Nonmetro
10493517,Between 26 and 29 years old,Female,Large Metro
10495583,65 years old or older,Male,Large Metro
10495872,Between 50 and 64 years old,Male,Large Metro
10496141,Between 26 and 29 years old,Female,Small metro
10496712,Between 35 and 49 years old,Male,Nonmetro
10496922,Between 30 and 34 years old,Female,Small metro
10497857,Between 21 and 23 years old,Female,Small metro
10499043,24 or 25 years old,Female,Small metro
10499164,Between 30 and 34 years old,Female,Nonmetro
10500341,Between 35 and 49 years old,Male,Small metro
10500379,24 or 25 years old,Female,Nonmetro
10500616,Between 18 and 20 years old,Male,Small metro
10502301,65 years old or older,Male,Small metro
10503059,Between 50 and 64 years old,Female,Large Metro
10503358,Between 35 and 49 years old,Female,Small metro
10504118,Between 35 and 49 years old,Female,Small metro
10504125,Between 30 and 34 years old,Female,Small metro
10504196,12 or 13 years old,Male,Small metro
10504214,Between 26 and 29 years old,Male,Large Metro
10504416,Between 30 and 34 years old,Male,Small metro
10506499,Between 26 and 29 years old,Female,Nonmetro
10506680,65 years old or older,Female,Large Metro
10506824,Between 30 and 34 years old,Female,Nonmetro
10507542,12 or 13 years old,Female,Large Metro
10507723,14 or 15 years old,Female,Small metro
10507735,Between 26 and 29 years old,Female,Large Metro
10507920,65 years old or older,Male,Large Metro
10508855,Between 18 and 20 years old,Female,Small metro
10509542,Between 35 and 49 years old,Male,Small metro
10509708,Between 26 and 29 years old,Male,Small metro
10509994,Between 26 and 29 years old,Male,Large Metro
10510484,Between 30 and 34 years old,Male,Nonmetro
10511051,Between 21 and 23 years old,Female,Nonmetro
10511550,Between 21 and 23 years old,Female,Large Metro
10516418,12 or 13 years old,Male,Large Metro
10517609,65 years old or older,Female,Small metro
10517794,Between 18 and 20 years old,Male,Nonmetro
10517884,Between 30 and 34 years old,Female,Small metro
10518182,Between 18 and 20 years old,Female,Nonmetro
10519109,Between 21 and 23 years old,Female,Large Metro
10519195,24 or 25 years old,Female,Small metro
10519527,65 years old or older,Female,Small metro
10520878,Between 35 and 49 years old,Female,Large Metro
10520888,Between 30 and 34 years old,Female,Small metro
10521588,Between 50 and 64 years old,Male,Large Metro
10522133,Between 35 and 49 years old,Male,Nonmetro
10523080,Between 21 and 23 years old,Female,Large Metro
10523325,Between 35 and 49 years old,Male,Large Metro
10523943,Between 35 and 49 years old,Male,Nonmetro
10525781,Between 35 and 49 years old,Female,Large Metro
10526482,Between 50 and 64 years old,Male,Small metro
10526781,16 or 17 years old,Male,Large Metro
10527889,24 or 25 years old,Female,Large Metro
10528542,65 years old or older,Female,Small metro
10529193,Between 30 and 34 years old,Male,Large Metro
10529403,24 or 25 years old,Female,Nonmetro
10529519,Between 21 and 23 years old,Female,Small metro
10530492,Between 26 and 29 years old,Male,Large Metro
10530514,16 or 17 years old,Male,Large Metro
10530645,65 years old or older,Male,Large Metro
10530816,14 or 15 years old,Female,Large Metro
10531801,Between 30 and 34 years old,Female,Nonmetro
10532616,14 or 15 years old,Male,Small metro
10533509,Between 26 and 29 years old,Male,Large Metro
10534435,16 or 17 years old,Male,Large Metro
10535642,14 or 15 years old,Female,Large Metro
10535677,65 years old or older,Female,Nonmetro
10535683,Between 26 and 29 years old,Female,Small metro
10535920,Between 50 and 64 years old,Female,Large Metro
10537364,Between 35 and 49 years old,Male,Large Metro
10537496,Between 35 and 49 years old,Female,Small metro
10537885,Between 18 and 20 years old,Male,Large Metro
10538236,14 or 15 years old,Male,Large Metro
10539450,Between 35 and 49 years old,Male,Large Metro
10540053,Between 50 and 64 years old,Female,Large Metro
10541780,12 or 13 years old,Female,Large Metro
10542255,Between 35 and 49 years old,Male,Small metro
10543090,Between 21 and 23 years old,Male,Small metro
10543265,Between 18 and 20 years old,Female,Nonmetro
10543428,Between 30 and 34 years old,Male,Small metro
10544529,65 years old or older,Female,Small metro
10544889,Between 30 and 34 years old,Female,Small metro
10545102,Between 35 and 49 years old,Female,Small metro
10545839,Between 30 and 34 years old,Male,Large Metro
10546100,Between 35 and 49 years old,Female,Small metro
10547646,Between 30 and 34 years old,Male,Nonmetro
10548363,Between 50 and 64 years old,Female,Small metro
10549609,14 or 15 years old,Female,Nonmetro
10549927,65 years old or older,Female,Small metro
10550680,Between 50 and 64 years old,Male,Large Metro
10552117,Between 35 and 49 years old,Female,Nonmetro
10552698,12 or 13 years old,Male,Small metro
10552793,12 or 13 years old,Male,Small metro
10554214,24 or 25 years old,Female,Small metro
10554289,14 or 15 years old,Male,Large Metro
10554486,Between 30 and 34 years old,Female,Small metro
10559072,24 or 25 years old,Male,Large Metro
10559141,Between 21 and 23 years old,Female,Large Metro
10559253,12 or 13 years old,Male,Small metro
10560263,Between 35 and 49 years old,Female,Small metro
10560346,65 years old or older,Female,Large Metro
10563356,Between 18 and 20 years old,Female,Small metro
10563768,Between 50 and 64 years old,Male,Small metro
10564288,24 or 25 years old,Male,Small metro
10564883,Between 21 and 23 years old,Male,Small metro
10565457,Between 35 and 49 years old,Female,Large Metro
10566077,14 or 15 years old,Male,Large Metro
10566659,Between 30 and 34 years old,Female,Large Metro
10566891,Between 35 and 49 years old,Male,Small metro
10566907,24 or 25 years old,Female,Nonmetro
10568149,Between 21 and 23 years old,Male,Nonmetro
10568334,Between 50 and 64 years old,Female,Small metro
10568732,Between 21 and 23 years old,Female,Nonmetro
10569247,Between 35 and 49 years old,Female,Small metro
10570883,Between 30 and 34 years old,Female,Small metro
10571154,16 or 17 years old,Female,Large Metro
10571173,Between 35 and 49 years old,Female,Nonmetro
10571747,Between 26 and 29 years old,Male,Large Metro
10572771,Between 50 and 64 years old,Male,Small metro
10576889,Between 21 and 23 years old,Female,Large Metro
